payload_len,has_sqli_keywords,has_xss_keywords,has_traversal,has_scanner_ua,is_post,keyword_count,payload_entropy,special_char_count,matched_rule_count,path_depth,has_query_string,label
12,0,0,0,1,1,0,3.4183,0,1,1,0,BRUTE_FORCE
12,0,0,0,0,0,0,3.4183,1,0,1,0,NORMAL
16,0,0,0,0,0,0,3.4528,1,0,1,0,NORMAL
12,0,0,0,1,1,0,3.4183,0,1,1,0,BRUTE_FORCE
146,0,1,0,0,0,2,4.6712,30,1,2,1,XSS
17,0,0,0,0,0,0,3.7345,2,0,2,0,NORMAL
0,0,0,1,1,0,3,0.0,0,0,1,1,DIRECTORY_TRAVERSAL
12,0,0,0,0,0,0,2.9183,2,0,1,0,NORMAL
9,1,0,0,1,1,1,2.7255,2,2,1,0,SQL_INJECTION
14,0,0,0,0,0,0,3.5216,1,0,1,0,NORMAL
29,0,0,0,0,0,0,4.0642,3,0,3,0,NORMAL
12,0,0,0,0,0,0,3.4183,1,0,1,0,NORMAL
11,1,0,0,1,1,2,2.6635,2,2,1,0,SQL_INJECTION
13,1,0,0,1,1,1,2.9689,2,2,0,0,SQL_INJECTION
49,0,1,0,1,1,1,4.1807,7,1,1,0,XSS
12,0,0,0,0,0,0,3.585,1,0,1,0,NORMAL
40,0,0,0,0,0,0,4.0348,4,0,3,1,NORMAL
0,0,0,1,1,0,4,0.0,0,0,1,1,DIRECTORY_TRAVERSAL
211,1,0,0,1,0,1,4.4937,41,1,1,1,SQL_INJECTION
33,1,0,0,1,1,2,4.0289,5,2,0,0,SQL_INJECTION
18,0,0,0,0,0,0,3.3502,1,0,1,0,NORMAL
6,0,0,0,0,0,0,2.2516,1,0,1,0,NORMAL
0,0,0,0,0,1,0,0.0,0,0,0,1,XSS
170,0,0,0,0,0,0,4.4372,41,1,1,1,NORMAL
0,0,0,1,1,0,4,0.0,0,0,1,1,DIRECTORY_TRAVERSAL
0,0,0,1,1,0,4,0.0,0,0,1,1,DIRECTORY_TRAVERSAL
11,0,0,0,1,1,0,3.0958,0,1,1,0,BRUTE_FORCE
18,0,0,0,0,0,0,3.5305,1,0,1,0,NORMAL
13,0,0,0,0,0,0,3.3927,1,0,1,0,NORMAL
12,0,0,0,0,0,0,3.4183,1,0,1,0,NORMAL
91,0,1,0,0,0,3,4.6178,13,3,2,1,XSS
29,0,1,0,0,0,2,3.8404,9,2,1,1,XSS
0,0,0,0,1,1,0,0.0,0,0,0,1,XSS
207,1,0,0,1,0,1,4.4233,37,1,1,1,SCANNER
72,0,0,1,0,0,22,3.5849,14,2,2,1,DIRECTORY_TRAVERSAL
37,0,0,0,0,0,0,4.0033,3,0,3,0,NORMAL
185,0,0,0,0,0,0,4.5006,45,1,2,1,NORMAL
18,0,0,0,1,1,0,3.281,0,1,1,0,BRUTE_FORCE
11,0,0,0,1,1,0,3.0958,0,1,1,0,SCANNER
11,0,0,0,1,1,0,3.0958,0,1,1,0,BRUTE_FORCE
22,0,0,0,1,1,0,3.4474,0,2,1,0,BRUTE_FORCE
32,0,0,0,0,0,0,3.7692,3,0,3,0,NORMAL
23,0,0,0,0,0,0,3.8492,1,0,1,0,NORMAL
21,0,1,0,1,0,3,4.1066,6,2,1,1,XSS
54,0,1,0,0,0,3,4.3195,9,3,1,1,XSS
0,0,0,1,1,0,4,0.0,0,0,1,1,DIRECTORY_TRAVERSAL
15,1,0,0,1,1,2,2.9736,2,2,1,0,SQL_INJECTION
94,0,0,0,0,0,0,1.0703,1,0,1,0,NORMAL
9,0,0,0,0,0,0,3.1699,1,0,1,0,NORMAL
14,0,0,0,1,0,0,3.5216,2,1,1,1,SQL_INJECTION
21,0,1,0,0,1,3,4.1066,5,2,1,0,XSS
28,0,0,0,0,0,0,3.7534,3,0,3,0,NORMAL
16,0,0,0,0,0,0,3.875,1,0,1,0,NORMAL
65,0,1,0,0,0,3,4.3355,15,1,2,1,XSS
0,0,0,0,0,1,0,0.0,0,0,0,1,XSS
14,0,0,0,1,1,0,2.5567,5,1,1,0,SQL_INJECTION
32,0,0,1,0,0,8,3.2443,7,1,7,0,DIRECTORY_TRAVERSAL
51,1,0,0,1,0,3,4.366,5,1,1,1,SCANNER
23,0,0,0,0,0,0,3.882,3,0,2,0,NORMAL
31,0,0,1,0,0,2,2.2216,2,1,2,0,DIRECTORY_TRAVERSAL
77,0,1,0,0,0,3,4.6464,13,3,2,1,XSS
0,0,0,0,1,0,0,0.0,0,0,1,0,NORMAL
15,0,0,0,1,1,0,3.9069,0,1,1,0,BRUTE_FORCE
55,0,0,0,0,0,0,4.3696,5,0,2,1,NORMAL
0,0,0,0,1,0,0,0.0,0,0,1,0,NORMAL
0,0,0,0,0,0,0,0.0,0,0,1,0,NORMAL
34,1,0,0,1,1,2,3.8529,3,3,1,0,SQL_INJECTION
17,0,0,0,0,0,0,3.9698,1,0,1,0,NORMAL
22,0,1,0,0,0,1,3.9706,4,1,2,0,XSS
22,0,0,0,1,1,0,3.4474,0,0,1,0,NORMAL
11,0,0,0,0,0,0,3.4594,1,0,1,0,NORMAL
14,0,0,0,0,0,0,3.6645,1,0,1,0,NORMAL
33,1,0,0,1,1,2,4.0289,5,2,1,0,SQL_INJECTION
169,0,0,0,0,0,0,4.4401,41,1,1,1,NORMAL
0,0,0,0,1,0,0,0.0,0,0,1,1,DIRECTORY_TRAVERSAL
12,0,0,0,0,0,0,3.585,1,0,1,0,NORMAL
256,0,0,0,0,1,0,4.4553,19,1,3,1,NORMAL
53,1,0,0,1,1,3,4.1612,2,3,1,0,SQL_INJECTION
13,0,0,0,1,1,0,3.5466,0,1,1,0,SCANNER
18,0,0,0,1,1,0,3.6835,0,0,1,0,SQL_INJECTION
18,0,0,0,0,0,0,3.3502,1,0,1,0,NORMAL
41,0,0,0,0,0,0,4.1107,2,0,2,0,NORMAL
12,0,0,0,1,1,0,3.2516,0,1,1,0,BRUTE_FORCE
9,0,0,0,1,1,0,1.8366,0,1,0,0,BRUTE_FORCE
24,0,0,0,0,0,0,3.9387,3,0,3,0,NORMAL
57,0,1,0,0,0,2,4.3718,14,2,2,1,XSS
21,0,0,1,0,0,2,3.6538,4,1,3,0,DIRECTORY_TRAVERSAL
13,0,0,0,0,0,0,3.3347,1,0,1,0,NORMAL
8,0,0,0,0,0,0,3.0,1,0,1,0,NORMAL
14,0,0,0,0,0,0,3.5216,1,0,1,0,NORMAL
9,0,0,0,0,0,0,3.1699,1,0,1,0,NORMAL
16,0,0,0,0,0,0,3.75,1,0,1,0,NORMAL
33,0,0,0,0,0,0,3.8391,3,0,3,0,NORMAL
11,0,0,0,0,0,0,3.4594,1,0,1,0,NORMAL
0,0,0,1,1,0,2,0.0,0,0,1,1,DIRECTORY_TRAVERSAL
14,0,0,0,0,0,0,3.6645,1,0,1,0,NORMAL
13,0,0,0,0,0,0,3.3347,3,0,3,0,NORMAL
20,0,0,0,0,0,0,3.8219,2,0,2,0,NORMAL
10,0,0,0,0,0,0,3.3219,1,0,1,0,NORMAL
10,0,0,0,0,0,0,2.9219,2,0,1,0,NORMAL
26,0,0,0,0,0,0,3.9501,2,0,2,0,NORMAL
92,0,0,1,0,0,22,3.9598,15,2,2,1,DIRECTORY_TRAVERSAL
0,0,0,0,1,0,0,0.0,0,0,1,0,NORMAL
22,0,1,0,0,0,1,3.9706,4,1,2,0,XSS
14,0,0,0,0,0,0,3.3788,2,0,2,0,NORMAL
15,0,0,0,0,0,0,3.6402,1,0,1,0,NORMAL
0,0,0,1,1,0,3,0.0,0,0,1,1,DIRECTORY_TRAVERSAL
17,0,0,1,0,0,2,3.7345,2,1,2,0,DIRECTORY_TRAVERSAL
0,0,0,1,1,0,2,0.0,0,0,1,1,DIRECTORY_TRAVERSAL
22,1,0,0,1,0,3,3.8797,1,2,1,1,SQL_INJECTION
65,0,1,0,0,1,2,4.3408,14,2,2,1,XSS
14,0,0,0,0,0,0,3.3249,1,0,1,0,NORMAL
13,0,0,0,0,0,0,3.3927,1,0,1,0,NORMAL
10,0,0,0,0,0,0,3.1219,1,0,1,0,NORMAL
186,0,0,0,0,0,0,4.5173,45,1,2,1,NORMAL
8,0,0,0,0,0,0,3.0,1,0,1,0,NORMAL
37,0,0,1,0,0,20,2.0222,10,2,10,0,DIRECTORY_TRAVERSAL
184,0,0,0,0,0,0,4.5015,45,1,2,1,NORMAL
12,0,0,0,1,1,0,3.4183,0,1,1,0,BRUTE_FORCE
16,0,0,0,0,0,0,3.4528,1,0,1,0,NORMAL
13,0,0,0,0,0,0,3.1808,1,0,1,0,NORMAL
0,0,0,1,1,0,2,0.0,0,0,1,1,DIRECTORY_TRAVERSAL
26,0,0,0,0,0,0,4.056,3,0,3,0,NORMAL
44,0,0,1,0,0,6,4.0212,8,1,2,0,DIRECTORY_TRAVERSAL
17,0,0,0,0,0,0,3.4104,1,0,1,0,NORMAL
16,0,0,0,0,0,0,3.5778,1,0,1,0,NORMAL
9,0,0,0,0,0,0,3.1699,1,0,1,0,NORMAL
12,0,0,0,1,1,0,3.4183,0,1,1,0,BRUTE_FORCE
14,0,0,0,0,0,0,3.4677,1,0,1,0,NORMAL
14,0,1,0,1,0,2,3.0931,4,2,1,1,XSS
29,0,0,0,0,1,0,4.0213,2,0,1,0,NORMAL
55,0,0,0,0,0,0,4.4578,8,0,2,1,NORMAL
20,0,0,0,0,0,0,3.3842,2,0,2,0,NORMAL
12,0,0,0,1,1,0,3.4183,0,1,1,0,SCANNER
0,0,0,0,1,0,0,0.0,0,0,1,0,NORMAL
71,0,0,1,0,0,2,4.3551,6,1,2,1,DIRECTORY_TRAVERSAL
3,0,0,0,0,0,0,1.585,1,0,1,0,NORMAL
0,0,0,1,1,0,4,0.0,0,0,1,1,DIRECTORY_TRAVERSAL
40,1,0,0,1,0,3,3.8027,2,1,1,1,SQL_INJECTION
9,0,0,0,0,0,0,2.9477,2,0,1,0,NORMAL
0,0,0,0,1,0,0,0.0,0,0,1,0,NORMAL
23,0,0,1,0,0,2,3.4144,4,1,3,0,DIRECTORY_TRAVERSAL
21,1,0,0,1,1,2,3.7849,1,3,1,0,SQL_INJECTION
25,0,0,0,0,0,0,4.0537,3,0,3,0,NORMAL
13,0,0,0,0,1,0,3.3927,0,1,1,0,BRUTE_FORCE
0,0,0,0,1,0,0,0.0,0,0,1,1,DIRECTORY_TRAVERSAL
89,0,1,0,0,0,3,4.4925,13,3,3,1,XSS
0,0,0,0,0,1,0,0.0,0,0,0,1,XSS
15,0,0,0,0,0,0,3.4566,1,0,1,0,NORMAL
16,0,0,0,0,0,0,3.625,1,0,1,0,NORMAL
22,0,0,0,0,0,0,4.1867,2,0,1,1,NORMAL
10,0,0,0,0,0,0,3.3219,1,0,1,0,NORMAL
0,0,0,0,1,0,0,0.0,0,0,1,0,NORMAL
87,0,0,1,0,0,2,4.444,7,2,3,1,DIRECTORY_TRAVERSAL
23,0,0,0,0,0,0,3.6381,5,0,5,0,NORMAL
14,0,0,0,0,0,0,3.6645,1,0,1,0,NORMAL
0,0,0,1,0,0,11,0.0,0,0,1,1,NORMAL
12,0,0,0,0,0,0,3.4183,1,0,1,0,NORMAL
18,0,0,0,0,0,0,3.7255,2,0,2,0,NORMAL
18,0,0,0,0,0,0,3.5305,1,0,1,0,NORMAL
13,0,0,0,1,1,0,3.3927,0,1,1,0,BRUTE_FORCE
19,0,0,0,1,1,0,3.2211,0,0,1,0,NORMAL
0,0,0,0,1,0,0,0.0,0,0,1,0,NORMAL
37,1,0,0,0,1,2,4.0237,3,1,1,0,SQL_INJECTION
73,0,1,0,0,0,2,4.5713,13,2,3,1,XSS
11,0,0,0,0,0,0,3.2776,1,0,1,0,NORMAL
0,0,0,1,1,0,2,0.0,0,0,1,1,DIRECTORY_TRAVERSAL
13,0,0,0,0,0,0,3.5466,1,0,1,0,NORMAL
9,0,0,0,1,1,0,1.8366,0,1,1,0,BRUTE_FORCE
13,0,0,0,1,1,0,3.3927,0,1,1,0,BRUTE_FORCE
29,1,0,0,1,1,3,3.7849,1,3,1,0,SQL_INJECTION
10,0,0,0,0,0,0,3.3219,1,0,1,0,NORMAL
12,0,0,0,0,0,0,3.4183,1,0,1,0,NORMAL
13,0,0,0,1,1,0,3.5466,0,1,1,0,BRUTE_FORCE
11,1,0,0,1,0,1,2.914,2,2,1,1,SQL_INJECTION
65,0,1,0,0,0,3,4.463,11,3,3,1,XSS
86,0,0,1,0,0,22,3.6026,15,2,3,1,DIRECTORY_TRAVERSAL
25,0,0,0,0,0,0,3.9435,5,0,3,1,NORMAL
25,0,0,0,0,0,0,3.5435,2,1,1,1,DIRECTORY_TRAVERSAL
0,0,0,0,1,0,0,0.0,0,0,1,1,DIRECTORY_TRAVERSAL
44,0,0,1,0,0,6,4.0212,8,1,2,0,DIRECTORY_TRAVERSAL
29,0,0,0,0,0,0,3.647,2,0,1,1,NORMAL
15,0,0,0,0,0,0,3.4566,1,0,1,0,NORMAL
0,0,0,0,0,0,0,0.0,0,0,1,0,NORMAL
29,0,0,0,0,0,0,3.5554,3,0,3,0,NORMAL
52,0,1,0,0,0,2,4.4022,13,2,4,0,XSS
14,0,0,0,0,0,0,3.5216,1,0,1,0,NORMAL
20,0,0,0,0,0,0,3.5464,3,0,3,0,NORMAL
0,0,0,0,0,0,0,0.0,0,0,1,0,NORMAL
15,0,0,0,1,1,0,3.5069,0,1,1,0,BRUTE_FORCE
17,0,0,0,1,1,0,3.6169,0,2,1,0,BRUTE_FORCE
34,0,0,0,0,0,0,3.8888,4,0,4,0,NORMAL
78,0,1,0,0,0,2,4.632,13,2,3,1,XSS
13,0,0,0,0,0,0,3.3927,1,0,1,0,NORMAL
21,0,0,0,0,0,0,3.6304,2,0,2,0,NORMAL
170,0,0,0,0,0,0,4.4372,41,1,1,1,NORMAL
15,0,0,0,0,0,0,3.4566,1,0,1,0,NORMAL
12,0,0,0,0,1,0,3.4183,0,0,1,0,NORMAL
0,0,0,0,1,0,0,0.0,0,0,1,1,DIRECTORY_TRAVERSAL
0,0,0,1,1,0,1,0.0,0,0,1,1,DIRECTORY_TRAVERSAL
19,0,0,0,0,0,0,4.0374,1,0,1,0,NORMAL
0,0,0,0,1,0,0,0.0,0,0,1,1,DIRECTORY_TRAVERSAL
0,0,0,1,1,0,1,0.0,0,0,1,1,DIRECTORY_TRAVERSAL
10,0,0,0,0,0,0,3.3219,1,0,1,0,NORMAL
5,0,0,0,0,0,0,2.3219,1,0,1,0,NORMAL
32,0,0,0,0,0,0,3.8994,1,0,1,0,NORMAL
47,0,0,1,0,0,2,3.8313,5,1,2,1,DIRECTORY_TRAVERSAL
9,0,0,0,1,1,0,1.8366,0,1,1,0,BRUTE_FORCE
12,0,0,0,1,1,0,3.085,0,1,1,0,BRUTE_FORCE
7,0,0,0,0,0,0,2.8074,1,0,1,0,NORMAL
12,0,0,1,1,0,2,3.4183,2,1,2,0,DIRECTORY_TRAVERSAL
7,0,0,0,0,0,0,2.8074,1,0,1,0,NORMAL
19,0,0,0,0,0,0,3.8269,1,0,1,0,NORMAL
19,0,0,0,0,0,0,3.4316,3,0,3,0,NORMAL
13,0,0,0,1,1,0,3.5466,0,1,1,0,BRUTE_FORCE
11,0,0,0,1,1,0,2.3685,5,1,0,0,SQL_INJECTION
20,0,0,0,0,0,0,4.0219,1,0,1,0,NORMAL
10,0,0,0,1,1,0,3.1219,0,0,1,0,NORMAL
13,0,0,0,1,1,0,3.5466,0,1,1,0,BRUTE_FORCE
14,0,0,0,0,0,0,3.3788,1,0,1,0,NORMAL
25,0,0,0,0,0,0,3.6693,2,0,2,0,NORMAL
15,0,0,0,1,1,0,3.5069,0,1,1,0,BRUTE_FORCE
21,1,0,0,0,0,1,3.5945,4,0,4,0,NORMAL
14,0,0,0,0,0,0,3.4677,1,0,1,0,NORMAL
10,0,0,0,0,0,0,3.1219,2,0,1,0,NORMAL
13,0,0,0,1,1,0,3.5466,0,1,1,0,BRUTE_FORCE
25,1,0,0,1,0,1,3.8937,1,1,1,1,SQL_INJECTION
13,0,0,0,0,1,0,3.3927,0,1,1,0,BRUTE_FORCE
12,0,0,0,1,1,0,3.585,0,1,1,0,BRUTE_FORCE
14,0,0,0,0,0,0,3.6645,1,0,1,0,NORMAL
0,0,0,1,1,0,3,0.0,0,0,1,1,DIRECTORY_TRAVERSAL
12,0,0,1,1,0,2,3.2516,2,1,2,0,DIRECTORY_TRAVERSAL
0,0,0,0,1,0,0,0.0,0,0,1,1,DIRECTORY_TRAVERSAL
15,0,0,0,0,0,0,3.7736,1,0,1,0,NORMAL
21,0,0,0,0,0,0,3.2495,2,0,2,0,NORMAL
83,0,1,0,0,0,2,4.3204,10,2,2,1,XSS
11,0,0,0,1,1,0,3.2776,0,1,1,0,SCANNER
0,0,0,0,1,0,0,0.0,0,0,1,0,NORMAL
13,0,0,0,1,1,0,3.3347,0,1,1,0,BRUTE_FORCE
30,0,0,0,0,0,0,3.8981,3,0,3,0,NORMAL
0,0,0,0,1,0,0,0.0,0,0,1,1,DIRECTORY_TRAVERSAL
13,0,0,0,0,0,0,3.3927,1,0,1,0,NORMAL
0,0,0,0,1,0,0,0.0,0,0,1,0,NORMAL
15,0,0,0,0,0,0,3.5069,1,0,1,0,NORMAL
5,0,0,0,0,0,0,2.3219,1,0,1,0,NORMAL
11,0,0,0,0,0,0,3.4594,1,0,1,0,NORMAL
12,0,0,0,0,0,0,3.4183,1,0,1,0,NORMAL
14,0,0,0,0,0,0,3.5216,1,0,1,0,NORMAL
34,0,1,0,1,1,2,3.8529,9,2,1,0,XSS
14,0,0,0,0,0,0,3.3788,2,0,1,0,NORMAL
0,0,0,1,1,0,1,0.0,0,0,1,1,DIRECTORY_TRAVERSAL
15,0,0,0,0,0,0,3.4566,1,0,1,0,NORMAL
21,0,0,0,0,0,0,3.8802,1,0,1,0,NORMAL
33,0,0,1,0,0,2,3.7742,5,1,3,0,DIRECTORY_TRAVERSAL
87,0,0,1,0,0,22,3.6069,16,2,4,1,DIRECTORY_TRAVERSAL
0,0,0,0,1,1,0,0.0,0,0,0,1,XSS
68,1,0,0,1,0,3,4.4651,13,2,1,1,SQL_INJECTION
0,0,0,0,1,0,0,0.0,0,0,1,0,NORMAL
12,0,0,0,0,1,0,3.4183,0,1,1,0,BRUTE_FORCE
10,0,0,0,1,1,0,2.9219,0,1,0,0,BRUTE_FORCE
7,0,0,0,0,0,0,2.5216,1,0,1,0,NORMAL
28,1,0,0,1,1,3,4.0391,6,2,1,0,SQL_INJECTION
11,0,0,0,0,0,0,3.2776,1,0,1,0,NORMAL
0,0,0,1,1,0,4,0.0,0,0,1,1,DIRECTORY_TRAVERSAL
143,0,1,0,0,0,2,4.646,30,1,2,1,XSS
22,0,0,0,0,0,0,3.4817,2,0,2,0,NORMAL
36,0,0,0,0,0,0,3.912,3,0,3,0,NORMAL
12,0,0,0,0,0,0,3.4183,1,0,1,0,NORMAL
14,0,0,0,0,0,0,3.5216,1,0,1,0,NORMAL
13,0,0,0,0,0,0,3.3927,1,0,1,0,NORMAL
8,0,0,0,0,0,0,2.75,1,0,1,0,NORMAL
176,0,0,0,0,0,0,4.4891,42,1,2,1,NORMAL
66,0,0,1,0,0,6,3.9364,12,2,7,1,DIRECTORY_TRAVERSAL
0,0,0,0,0,1,0,0.0,0,0,1,1,XSS
12,0,0,0,1,1,0,3.4183,0,1,1,0,BRUTE_FORCE
0,0,0,0,0,1,0,0.0,0,0,1,1,XSS
86,0,0,1,0,0,12,4.0067,22,2,4,1,DIRECTORY_TRAVERSAL
12,0,0,0,1,1,0,3.4183,0,1,1,0,SCANNER
14,0,0,0,0,0,0,3.6645,1,0,1,0,NORMAL
22,0,1,0,0,0,1,3.9706,4,1,2,0,XSS
12,0,0,0,0,1,0,3.585,0,0,1,0,NORMAL
12,0,0,0,1,1,0,3.4183,0,1,1,0,BRUTE_FORCE
184,0,0,0,0,0,0,4.4967,45,1,2,1,NORMAL
11,0,0,0,1,1,0,3.0958,0,1,1,0,SCANNER
9,0,0,0,1,1,0,1.8366,0,1,1,0,BRUTE_FORCE
24,0,0,0,0,0,0,3.585,2,0,2,0,NORMAL
14,0,0,0,1,1,0,3.182,0,1,1,0,BRUTE_FORCE
53,0,0,0,0,0,0,4.082,2,0,2,0,NORMAL
73,0,1,0,0,0,1,4.5939,12,3,1,1,XSS
30,0,0,0,0,0,0,3.8981,5,0,2,0,NORMAL
16,0,0,0,0,0,0,3.625,1,0,1,0,NORMAL
89,0,1,0,0,0,2,4.6474,15,1,1,1,XSS
14,0,0,0,0,0,0,3.3788,1,0,1,0,NORMAL
16,1,0,0,0,1,1,2.9528,5,3,1,0,SQL_INJECTION
21,0,0,0,0,0,0,3.2728,2,0,2,0,NORMAL
22,0,0,0,0,0,0,3.914,2,0,1,1,NORMAL
18,1,0,0,0,1,1,3.6144,1,0,1,0,NORMAL
25,0,1,0,0,0,3,4.1337,7,2,1,1,XSS
12,0,0,0,0,0,0,3.4183,1,0,1,0,NORMAL
13,0,0,0,0,0,0,3.5466,1,0,1,0,NORMAL
36,0,0,0,0,0,0,4.086,6,0,4,1,NORMAL
13,0,0,0,0,0,0,3.3927,1,0,1,0,NORMAL
11,0,0,0,0,0,0,2.8454,2,0,1,0,NORMAL
26,0,0,0,0,0,0,3.6714,2,0,2,0,NORMAL
33,0,1,0,1,1,1,3.703,7,1,1,0,XSS
68,0,1,0,0,0,2,4.2139,12,2,2,1,XSS
9,0,0,0,1,1,0,1.8366,0,1,1,0,BRUTE_FORCE
20,0,0,0,1,1,0,3.9219,0,0,1,0,NORMAL
12,0,0,0,1,1,0,3.585,0,1,0,0,BRUTE_FORCE
34,0,0,1,0,0,2,3.6938,4,1,1,1,DIRECTORY_TRAVERSAL
11,0,0,0,0,0,0,3.0958,2,0,1,0,NORMAL
12,0,0,0,0,0,0,3.4183,1,0,1,0,NORMAL
0,0,0,0,1,1,0,0.0,0,0,1,1,XSS
36,0,0,0,1,0,0,3.8156,6,2,1,1,SQL_INJECTION
67,0,1,0,0,1,2,4.6017,13,1,1,0,XSS
0,0,0,1,1,0,3,0.0,0,0,1,1,DIRECTORY_TRAVERSAL
25,0,0,0,0,0,0,4.0537,3,0,3,0,NORMAL
19,0,0,0,0,0,0,3.8269,1,0,1,0,NORMAL
19,0,0,0,0,0,0,3.7871,2,0,2,0,NORMAL
185,0,0,0,0,0,0,4.5006,45,1,2,1,NORMAL
85,1,0,0,1,0,1,4.684,11,1,1,1,SCANNER
14,0,0,0,0,0,0,3.2359,1,0,1,0,NORMAL
32,0,0,0,0,0,0,3.7539,5,0,5,0,NORMAL
25,1,0,0,1,1,2,3.9239,3,1,1,0,SQL_INJECTION
18,1,0,0,0,1,1,3.6144,1,0,1,0,NORMAL
15,0,0,0,0,0,0,3.6402,1,0,1,0,NORMAL
13,0,0,0,1,1,0,3.3927,0,1,1,0,BRUTE_FORCE
0,0,0,0,1,0,0,0.0,0,0,1,0,NORMAL
64,0,1,0,0,0,3,4.342,9,3,1,1,XSS
12,0,0,0,1,1,0,3.2516,0,1,1,0,BRUTE_FORCE
12,0,0,0,1,1,0,3.2516,0,1,1,0,BRUTE_FORCE
15,0,0,0,0,0,0,3.6402,1,0,1,0,NORMAL
14,0,0,0,0,0,0,3.5216,1,0,1,0,NORMAL
8,0,0,0,0,0,0,3.0,1,0,1,0,NORMAL
45,1,0,0,0,0,1,4.0746,2,0,2,0,NORMAL
17,0,0,0,0,0,0,3.1751,3,0,2,0,NORMAL
16,0,0,0,0,0,0,3.4528,1,0,1,0,NORMAL
0,0,0,0,1,0,0,0.0,0,0,1,0,NORMAL
11,0,0,0,0,0,0,3.4594,1,0,1,0,NORMAL
93,0,1,0,0,0,2,4.7864,19,3,1,1,XSS
11,0,0,0,1,1,0,3.0958,0,1,1,0,BRUTE_FORCE
58,1,0,0,1,1,4,4.1234,0,3,1,0,SQL_INJECTION
163,0,0,0,0,0,0,4.2624,43,1,2,1,NORMAL
12,0,0,0,1,1,0,3.4183,0,1,1,0,BRUTE_FORCE
20,0,0,1,0,0,2,3.6464,4,1,3,0,DIRECTORY_TRAVERSAL
45,0,0,0,0,0,0,4.1554,4,0,3,1,NORMAL
18,0,0,0,1,1,0,3.7255,0,2,0,0,BRUTE_FORCE
0,0,0,1,1,0,4,0.0,0,0,1,1,DIRECTORY_TRAVERSAL
27,0,0,0,0,0,0,3.8562,3,0,3,0,NORMAL
80,0,0,1,0,0,2,4.1585,10,1,3,1,DIRECTORY_TRAVERSAL
0,0,0,0,1,0,0,0.0,0,0,1,1,DIRECTORY_TRAVERSAL
0,0,0,1,1,0,3,0.0,0,0,1,1,DIRECTORY_TRAVERSAL
7,0,0,0,0,0,0,2.8074,1,0,1,0,NORMAL
33,1,0,0,1,1,3,3.2597,0,3,1,0,SQL_INJECTION
9,0,0,0,0,0,0,3.1699,1,0,1,0,NORMAL
83,0,0,0,0,0,0,4.1333,7,0,2,1,NORMAL
13,0,0,0,0,0,0,3.5466,1,0,1,0,NORMAL
9,1,0,0,1,1,1,2.7255,2,2,1,0,SQL_INJECTION
185,0,0,0,0,0,0,4.4944,45,1,2,1,NORMAL
16,0,0,0,0,0,0,3.625,1,0,1,0,NORMAL
75,0,1,0,0,0,2,4.6842,16,2,3,1,XSS
22,0,0,0,1,1,0,3.4474,0,2,1,0,BRUTE_FORCE
12,0,0,0,0,0,0,3.4183,1,0,1,0,NORMAL
13,0,0,1,1,0,2,3.2389,2,1,2,0,DIRECTORY_TRAVERSAL
16,0,0,0,0,0,0,3.75,2,0,1,0,NORMAL
9,0,0,0,0,0,0,2.9477,1,0,1,0,NORMAL
26,1,0,0,0,1,1,3.7193,2,1,1,0,SQL_INJECTION
11,1,0,0,1,1,2,2.6635,2,2,1,0,SQL_INJECTION
4,0,0,0,0,0,0,1.5,2,0,1,0,NORMAL
187,0,0,0,0,0,0,4.5184,45,1,2,1,NORMAL
17,0,0,0,0,0,0,3.4104,3,0,2,0,NORMAL
20,0,0,0,0,0,0,3.8219,1,0,1,0,NORMAL
9,0,0,0,0,0,0,2.9477,2,0,1,0,NORMAL
18,0,0,0,1,1,0,3.6835,0,0,1,0,SQL_INJECTION
0,0,0,0,0,1,0,0.0,0,0,1,1,XSS
21,0,0,1,0,0,2,3.6897,4,1,2,1,DIRECTORY_TRAVERSAL
45,0,0,1,0,0,2,4.447,5,1,2,1,DIRECTORY_TRAVERSAL
0,0,0,1,1,0,3,0.0,0,0,1,1,DIRECTORY_TRAVERSAL
21,0,0,0,0,0,0,3.7257,1,0,1,0,NORMAL
33,1,0,0,1,1,3,3.9226,1,3,1,0,SQL_INJECTION
13,0,0,0,0,0,0,3.3927,1,0,1,0,NORMAL
8,0,0,0,0,0,0,3.0,1,0,1,0,NORMAL
62,0,0,1,0,0,2,4.3309,7,1,4,1,DIRECTORY_TRAVERSAL
19,0,0,0,0,0,0,3.4316,3,0,3,0,NORMAL
14,0,0,0,0,0,0,3.4677,1,0,1,0,NORMAL
18,0,0,0,0,0,0,3.3502,1,0,1,0,NORMAL
90,1,0,0,1,0,2,4.7484,12,2,1,1,SQL_INJECTION
0,0,0,0,1,0,0,0.0,0,0,1,0,NORMAL
18,0,0,0,0,0,0,3.3921,2,0,2,0,NORMAL
14,0,0,0,0,0,0,3.5216,1,0,1,0,NORMAL
15,0,0,0,0,0,0,3.4566,1,0,1,0,NORMAL
26,0,0,0,0,0,0,3.9022,2,0,2,0,NORMAL
13,0,0,0,0,0,0,3.3927,1,0,1,0,NORMAL
62,0,0,1,0,0,18,3.7844,15,2,2,1,DIRECTORY_TRAVERSAL
11,0,0,0,0,0,0,2.914,2,0,1,0,NORMAL
48,1,0,0,0,1,3,3.8856,1,1,1,0,SQL_INJECTION
16,0,0,0,0,1,0,3.625,0,0,1,0,NORMAL
